,h5_path,sim_folder,param_folder,type,rbm,x0,y0,sigma,t_dec,dist,lam_psi,D_psi,v0,lam_p,D_p,gamma,alpha,rq,mu,dpsi,seed,Nb,area_psi,area_q,max_psi,has_diff
569,outputs/differentiation_sweep/dist_pol_sig_25.0_rbm_0.7_x0_25.0_dpsi_30.0/sim_data_20260612_131320/data.h5,sim_data_20260612_131320,dist_pol_sig_25.0_rbm_0.7_x0_25.0_dpsi_30.0,pol,0.7,25.0,25.0,25.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,904836118,1281.1259708555456,0.9999999999999587,0.0,0.9999999999999192,True
576,outputs/differentiation_sweep/dist_pol_sig_12.0_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_192317/data.h5,sim_data_20260610_192317,dist_pol_sig_12.0_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,12.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,498738080,167.72621280039772,3.3306690738754696e-14,0.0,-0.9999999999999334,False
577,outputs/differentiation_sweep/dist_pol_sig_0.5_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260609_164347/data.h5,sim_data_20260609_164347,dist_pol_sig_0.5_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,0.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,425934353,0.6283185307179586,1.3322676295501878e-13,0.0,-0.9999999999997335,False
592,outputs/differentiation_sweep/dist_pol_sig_11.0_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_180831/data.h5,sim_data_20260610_180831,dist_pol_sig_11.0_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,11.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,843970910,217.67910951050254,3.3306690738754696e-14,0.0,-0.9999999999999334,False
629,outputs/differentiation_sweep/dist_pol_sig_9.5_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_160848/data.h5,sim_data_20260610_160848,dist_pol_sig_9.5_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,9.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,757334956,111.48852161778728,3.3306690738754696e-14,0.0,-0.9999999999999334,False
635,outputs/differentiation_sweep/dist_pol_sig_10.5_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_173657/data.h5,sim_data_20260610_173657,dist_pol_sig_10.5_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,10.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,44988131,200.6925853970297,3.3306690738754696e-14,0.0,-0.9999999999999334,False
653,outputs/differentiation_sweep/dist_pol_sig_14.5_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_223852/data.h5,sim_data_20260610_223852,dist_pol_sig_14.5_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,14.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1496790187,442.6798069929539,3.3306690738754696e-14,0.0,-0.9999999999999334,False
654,outputs/differentiation_sweep/dist_pol_sig_8.0_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260610_143727/data.h5,sim_data_20260610_143727,dist_pol_sig_8.0_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,8.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,691205077,240.41412218690942,3.3306690738754696e-14,0.0,-0.9999999999999334,False
656,outputs/differentiation_sweep/dist_pol_sig_25.0_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260612_132750/data.h5,sim_data_20260612_132750,dist_pol_sig_25.0_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,25.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,43372324,1830.1799583650652,0.9999999999999626,0.0,0.9999999999999273,True
687,outputs/differentiation_sweep/dist_pol_sig_12.5_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260610_200857/data.h5,sim_data_20260610_200857,dist_pol_sig_12.5_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,12.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1329992690,447.19333367832314,3.3306690738754696e-14,0.0,-0.9999999999999334,False
688,outputs/differentiation_sweep/dist_pol_sig_13.0_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260610_205305/data.h5,sim_data_20260610_205305,dist_pol_sig_13.0_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,13.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1158925622,474.634714389033,0.999999999999972,0.0,0.9999999999999467,True
690,outputs/differentiation_sweep/dist_pol_sig_7.5_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260610_135259/data.h5,sim_data_20260610_135259,dist_pol_sig_7.5_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,7.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,857149744,176.41008808686,3.3306690738754696e-14,0.0,-0.9999999999999334,False
692,outputs/differentiation_sweep/dist_pol_sig_30.0_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260612_135651/data.h5,sim_data_20260612_135651,dist_pol_sig_30.0_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,30.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,2054382352,1603.3839430044395,0.9999999999999605,0.0,0.9999999999999221,True
695,outputs/differentiation_sweep/dist_pol_sig_2.5_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260610_122342/data.h5,sim_data_20260610_122342,dist_pol_sig_2.5_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,2.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,3932587,3.926990816987242,3.3306690738754696e-14,0.0,-0.9999999999999334,False
698,outputs/differentiation_sweep/dist_pol_sig_13.0_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260610_210835/data.h5,sim_data_20260610_210835,dist_pol_sig_13.0_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,13.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,907743861,949.269428778066,0.9999999999999741,0.0,0.9999999999999556,True
703,outputs/differentiation_sweep/dist_pol_sig_2.0_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260610_122307/data.h5,sim_data_20260610_122307,dist_pol_sig_2.0_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,2.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,954120067,25.132741228718345,3.3306690738754696e-14,0.0,-0.9999999999999334,False
710,outputs/differentiation_sweep/dist_pol_sig_25.0_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260612_125842/data.h5,sim_data_20260612_125842,dist_pol_sig_25.0_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,25.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,792575044,366.0359916730131,5.4567461660326444e-14,0.0,-0.9999999999998909,False
725,outputs/differentiation_sweep/dist_pol_sig_7.0_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_132336/data.h5,sim_data_20260610_132336,dist_pol_sig_7.0_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,7.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1039775910,246.12498911989476,3.3306690738754696e-14,0.0,-0.9999999999999334,False
729,outputs/differentiation_sweep/dist_pol_sig_8.5_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_152238/data.h5,sim_data_20260610_152238,dist_pol_sig_8.5_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,8.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,360244440,360.79062569791677,3.3306690738754696e-14,0.0,-0.9999999999999334,False
754,outputs/differentiation_sweep/dist_pol_sig_14.5_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260610_223930/data.h5,sim_data_20260610_223930,dist_pol_sig_14.5_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,14.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,341163573,553.3497587411923,0.9999999999999724,0.0,0.9999999999999467,True
761,outputs/differentiation_sweep/dist_pol_sig_14.5_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_222521/data.h5,sim_data_20260610_222521,dist_pol_sig_14.5_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,14.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,19676704,221.33990349647695,3.3306690738754696e-14,0.0,-0.9999999999999334,False
778,outputs/differentiation_sweep/dist_pol_sig_2.0_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_122144/data.h5,sim_data_20260610_122144,dist_pol_sig_2.0_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,2.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,429756429,20.10619298297468,3.3306690738754696e-14,0.0,-0.9999999999999334,False
793,outputs/differentiation_sweep/dist_pol_sig_7.5_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_133832/data.h5,sim_data_20260610_133832,dist_pol_sig_7.5_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,7.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,925325292,70.56403523474398,3.3306690738754696e-14,0.0,-0.9999999999999334,False
794,outputs/differentiation_sweep/dist_pol_sig_13.5_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260610_212412/data.h5,sim_data_20260610_212412,dist_pol_sig_13.5_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,13.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,278096319,501.53030537036483,0.999999999999972,0.0,0.9999999999999467,True
796,outputs/differentiation_sweep/dist_pol_sig_11.0_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_183729/data.h5,sim_data_20260610_183729,dist_pol_sig_11.0_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,11.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,458961267,653.0373285315077,0.9999999999999727,0.0,0.9999999999999541,True
812,outputs/differentiation_sweep/dist_pol_sig_25.0_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260612_131328/data.h5,sim_data_20260612_131328,dist_pol_sig_25.0_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,25.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1367371932,1464.1439666920523,0.9999999999999603,0.0,0.9999999999999221,True
819,outputs/differentiation_sweep/dist_pol_sig_9.0_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260610_155153/data.h5,sim_data_20260610_155153,dist_pol_sig_9.0_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,9.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1732541933,251.68501719096938,3.3306690738754696e-14,0.0,-0.9999999999999334,False
829,outputs/differentiation_sweep/dist_pol_sig_13.5_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_212342/data.h5,sim_data_20260610_212342,dist_pol_sig_13.5_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,13.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1651086667,401.2242442962919,3.3306690738754696e-14,0.0,-0.9999999999999334,False
836,outputs/differentiation_sweep/dist_pol_sig_1.0_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260610_105243/data.h5,sim_data_20260610_105243,dist_pol_sig_1.0_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,1.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,934315603,3.7699111843077517,3.3306690738754696e-14,0.0,-0.9999999999999334,False
840,outputs/differentiation_sweep/dist_pol_sig_0.5_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260609_142112/data.h5,sim_data_20260609_142112,dist_pol_sig_0.5_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,0.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1206531013,0.47123889803846897,1.3322676295501878e-13,0.0,-0.9999999999997335,False
847,outputs/differentiation_sweep/dist_pol_sig_9.5_rbm_0.7_x0_25.0_dpsi_30.0/sim_data_20260610_163653/data.h5,sim_data_20260610_163653,dist_pol_sig_9.5_rbm_0.7_x0_25.0_dpsi_30.0,pol,0.7,25.0,25.0,9.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,722175400,390.2098256622554,3.3306690738754696e-14,0.0,-0.9999999999999334,False
851,outputs/differentiation_sweep/dist_pol_sig_14.0_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_222309/data.h5,sim_data_20260610_222309,dist_pol_sig_14.0_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,14.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,617094238,950.0250496425195,0.9999999999999741,0.0,0.9999999999999541,True
854,outputs/differentiation_sweep/dist_pol_sig_10.5_rbm_0.7_x0_25.0_dpsi_30.0/sim_data_20260610_175205/data.h5,sim_data_20260610_175205,dist_pol_sig_10.5_rbm_0.7_x0_25.0_dpsi_30.0,pol,0.7,25.0,25.0,10.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,97469533,468.282699259736,0.9999999999999715,0.0,0.9999999999999507,True
863,outputs/differentiation_sweep/dist_pol_sig_1.5_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260610_112312/data.h5,sim_data_20260610_112312,dist_pol_sig_1.5_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,1.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,394624781,7.068583470577035,3.3306690738754696e-14,0.0,-0.9999999999999334,False
881,outputs/differentiation_sweep/dist_pol_sig_13.5_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_213841/data.h5,sim_data_20260610_213841,dist_pol_sig_13.5_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,13.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1890365574,802.4484885925838,0.9999999999999735,0.0,0.9999999999999525,True
882,outputs/differentiation_sweep/dist_pol_sig_7.5_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_140754/data.h5,sim_data_20260610_140754,dist_pol_sig_7.5_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,7.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1110905775,317.538158556348,3.3306690738754696e-14,0.0,-0.9999999999999334,False
886,outputs/differentiation_sweep/dist_pol_sig_30.0_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260612_132758/data.h5,sim_data_20260612_132758,dist_pol_sig_30.0_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,30.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,2129730423,200.42299287555494,5.4567461660326444e-14,0.0,-0.9999999999998909,False
901,outputs/differentiation_sweep/dist_pol_sig_9.0_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260610_155242/data.h5,sim_data_20260610_155242,dist_pol_sig_9.0_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,9.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1178662779,302.0220206291632,3.3306690738754696e-14,0.0,-0.9999999999999334,False
903,outputs/differentiation_sweep/dist_pol_sig_14.0_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260610_222350/data.h5,sim_data_20260610_222350,dist_pol_sig_14.0_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,14.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1252126212,1055.5833884916883,0.9999999999999746,0.0,0.9999999999999556,True
928,outputs/differentiation_sweep/dist_pol_sig_25.0_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260612_125836/data.h5,sim_data_20260612_125836,dist_pol_sig_25.0_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,25.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1120101310,183.01799583650654,5.4567461660326444e-14,0.0,-0.9999999999998909,False
933,outputs/differentiation_sweep/dist_pol_sig_10.5_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_175331/data.h5,sim_data_20260610_175331,dist_pol_sig_10.5_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,10.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,2026655584,602.0777561910891,0.999999999999972,0.0,0.9999999999999541,True
934,outputs/differentiation_sweep/dist_pol_sig_7.5_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_140718/data.h5,sim_data_20260610_140718,dist_pol_sig_7.5_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,7.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1261663826,282.25614093897593,3.3306690738754696e-14,0.0,-0.9999999999999334,False
938,outputs/differentiation_sweep/dist_pol_sig_8.0_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260610_142143/data.h5,sim_data_20260610_142143,dist_pol_sig_8.0_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,8.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1500518800,40.06902036448491,3.3306690738754696e-14,0.0,-0.9999999999999334,False
939,outputs/differentiation_sweep/dist_pol_sig_1.5_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_112130/data.h5,sim_data_20260610_112130,dist_pol_sig_1.5_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,1.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1850339775,2.8274333882308142,3.3306690738754696e-14,0.0,-0.9999999999999334,False
941,outputs/differentiation_sweep/dist_pol_sig_2.5_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_123719/data.h5,sim_data_20260610_123719,dist_pol_sig_2.5_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,2.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1343865480,11.780972450961723,3.3306690738754696e-14,0.0,-0.9999999999999334,False
948,outputs/differentiation_sweep/dist_pol_sig_0.5_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260610_103706/data.h5,sim_data_20260610_103706,dist_pol_sig_0.5_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,0.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,113531811,1.5707963436042267,3.3306690738754696e-14,0.0,-0.9999999999999334,False
964,outputs/differentiation_sweep/dist_pol_sig_7.0_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_133634/data.h5,sim_data_20260610_133634,dist_pol_sig_7.0_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,7.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,500404628,276.8906127598816,3.3306690738754696e-14,0.0,-0.9999999999999334,False
967,outputs/differentiation_sweep/dist_pol_sig_20.0_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260612_122946/data.h5,sim_data_20260612_122946,dist_pol_sig_20.0_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,20.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,181632251,468.996183187234,5.4567461660326444e-14,0.0,-0.9999999999998909,False
973,outputs/differentiation_sweep/dist_pol_sig_9.0_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_153846/data.h5,sim_data_20260610_153846,dist_pol_sig_9.0_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,9.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,849138235,201.3480137527755,3.3306690738754696e-14,0.0,-0.9999999999999334,False
984,outputs/differentiation_sweep/dist_pol_sig_7.0_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260610_132226/data.h5,sim_data_20260610_132226,dist_pol_sig_7.0_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,7.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,393811778,184.59374183992105,3.3306690738754696e-14,0.0,-0.9999999999999334,False
986,outputs/differentiation_sweep/dist_pol_sig_9.5_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_162158/data.h5,sim_data_20260610_162158,dist_pol_sig_9.5_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,9.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,981855695,167.2327824266809,3.3306690738754696e-14,0.0,-0.9999999999999334,False
987,outputs/differentiation_sweep/dist_pol_sig_2.0_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260610_115154/data.h5,sim_data_20260610_115154,dist_pol_sig_2.0_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,2.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,183448249,2.513274122871835,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1003,outputs/differentiation_sweep/dist_pol_sig_30.0_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260612_132801/data.h5,sim_data_20260612_132801,dist_pol_sig_30.0_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,30.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,878919981,400.8459857511099,5.4567461660326444e-14,0.0,-0.9999999999998909,False
1007,outputs/differentiation_sweep/dist_pol_sig_14.0_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_215514/data.h5,sim_data_20260610_215514,dist_pol_sig_14.0_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,14.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,186675082,422.2333553966753,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1010,outputs/differentiation_sweep/dist_pol_sig_11.5_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_183914/data.h5,sim_data_20260610_183914,dist_pol_sig_11.5_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,11.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1044103346,156.45308735833873,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1035,outputs/differentiation_sweep/dist_pol_sig_7.5_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_135141/data.h5,sim_data_20260610_135141,dist_pol_sig_7.5_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,7.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,160996426,105.84605285211599,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1036,outputs/differentiation_sweep/dist_pol_sig_15.0_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260612_120102/data.h5,sim_data_20260612_120102,dist_pol_sig_15.0_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,15.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1419017253,925.0687595976343,0.9999999999999574,0.0,0.9999999999999221,True
1037,outputs/differentiation_sweep/dist_pol_sig_15.0_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_232535/data.h5,sim_data_20260610_232535,dist_pol_sig_15.0_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,15.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,270790249,925.0442861920571,0.9999999999999741,0.0,0.9999999999999525,True
1051,outputs/differentiation_sweep/dist_pol_sig_1.0_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260610_103707/data.h5,sim_data_20260610_103707,dist_pol_sig_1.0_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,1.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1152422524,0.6283185307179586,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1054,outputs/differentiation_sweep/dist_pol_sig_30.0_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260612_134227/data.h5,sim_data_20260612_134227,dist_pol_sig_30.0_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,30.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,888068519,1002.1149643777746,0.9999999999999556,0.0,0.9999999999999127,True
1055,outputs/differentiation_sweep/dist_pol_sig_1.0_rbm_0.7_x0_25.0_dpsi_30.0/sim_data_20260610_105315/data.h5,sim_data_20260610_105315,dist_pol_sig_1.0_rbm_0.7_x0_25.0_dpsi_30.0,pol,0.7,25.0,25.0,1.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,2104253803,4.39822971502571,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1059,outputs/differentiation_sweep/dist_pol_sig_9.5_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_162242/data.h5,sim_data_20260610_162242,dist_pol_sig_9.5_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,9.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,750612188,222.97704323557457,3.3306690738754696e-14,0.0,-0.9999999999999334,False
